Stream,Course,Job,Skills Required,Duration,Post Graduation
Arts,BA in Psychology,Journalist,"Communication, Public Speaking",2 years,Journalism PG
Arts,Fine Arts,Sociologist,"Artistic Talent, Fashion Design Techniques",2 years,MSW (Master of Social Work)
Arts,Fashion Design,Historian,"Writing Skills, Ability to Craft Arguments",2 years,Fashion Design PG
Arts,Fine Arts,Content Writer,"Artistic Talent, Fashion Design Techniques",5 years,Fashion Design PG
Arts,BA in Political Science,Sociologist,"Writing Skills, Ability to Craft Arguments",3 years,MA in Political Science
Arts,Fine Arts,Journalist,"Critical Thinking, Understanding of History and Culture",4 years,Fashion Design PG
Arts,Fine Arts,Sociologist,"Creativity, Design Skills",5 years,MA in Psychology
Arts,Fashion Design,Journalist,"Creativity, Design Skills",5 years,Journalism PG
Arts,BA in Sociology,Fashion Designer,"Critical Thinking, Understanding of History and Culture",5 years,MFA
Arts,BA in Psychology,Sociologist,"Communication, Public Speaking",5 years,MA in Sociology
Arts,BA in English,Fashion Designer,"Communication, Public Speaking",3 years,MA in Political Science
Arts,BA in English,Psychologist,"Research, Knowledge of Political Theories",3 years,MA in Sociology
Arts,BA in Sociology,Fashion Designer,"Communication, Public Speaking",4 years,MFA
Arts,BA in English,Sociologist,"Artistic Talent, Fashion Design Techniques",2 years,Fashion Design PG
Arts,BA in Political Science,Journalist,"Communication, Public Speaking",2 years,MA in Psychology
Arts,BA in English,Content Writer,"Writing Skills, Ability to Craft Arguments",4 years,Journalism PG
Arts,BA in Political Science,Content Writer,"Creativity, Design Skills",2 years,MA in History
Arts,BA in Political Science,Sociologist,"Creativity, Design Skills",5 years,MA in Psychology
Arts,BA in Psychology,Fashion Designer,"Communication, Public Speaking",3 years,Fashion Design PG
Arts,BA in Sociology,Psychologist,"Creativity, Design Skills",5 years,MFA
Arts,BA in Psychology,Sociologist,"Communication, Public Speaking",3 years,MSW (Master of Social Work)
Arts,Fine Arts,Journalist,"Writing Skills, Ability to Craft Arguments",4 years,MA in History
Arts,BA in English,Fashion Designer,"Communication, Public Speaking",5 years,MSW (Master of Social Work)
Arts,BA in English,Sociologist,"Critical Thinking, Understanding of History and Culture",5 years,MFA
Arts,BA in History,Journalist,"Critical Thinking, Understanding of History and Culture",4 years,Fashion Design PG
Arts,BA in Sociology,Fashion Designer,"Research, Knowledge of Political Theories",2 years,MSW (Master of Social Work)
Arts,BA in Political Science,Journalist,"Critical Thinking, Understanding of History and Culture",5 years,MA in Sociology
Arts,BA in Political Science,Fashion Designer,"Communication, Public Speaking",5 years,MA in Political Science
Arts,Fine Arts,Sociologist,"Creativity, Design Skills",3 years,MA in Political Science
Arts,BA in Political Science,Psychologist,"Creativity, Design Skills",4 years,MFA
Arts,BA in English,Fashion Designer,"Artistic Talent, Fashion Design Techniques",4 years,MA in Political Science
Arts,Fashion Design,Sociologist,"Artistic Talent, Fashion Design Techniques",4 years,Journalism PG
Arts,Fashion Design,Psychologist,"Research, Knowledge of Political Theories",3 years,MFA
Arts,BA in History,Political Analyst,"Critical Thinking, Understanding of History and Culture",2 years,MA in Sociology
Arts,Journalism,Content Writer,"Artistic Talent, Fashion Design Techniques",3 years,Fashion Design PG
Arts,BA in Political Science,Journalist,"Artistic Talent, Fashion Design Techniques",2 years,MA in Psychology
Arts,Journalism,Psychologist,"Critical Thinking, Understanding of History and Culture",2 years,MA in Political Science
Arts,BA in Sociology,Political Analyst,"Critical Thinking, Understanding of History and Culture",5 years,MSW (Master of Social Work)
Arts,BA in History,Sociologist,"Writing Skills, Ability to Craft Arguments",4 years,MA in Psychology
Arts,BA in Psychology,Political Analyst,"Artistic Talent, Fashion Design Techniques",2 years,MA in Sociology
Arts,BA in History,Content Writer,"Communication, Public Speaking",2 years,Journalism PG
Arts,Fashion Design,Political Analyst,"Critical Thinking, Understanding of History and Culture",5 years,Journalism PG
Arts,BA in Political Science,Journalist,"Critical Thinking, Understanding of History and Culture",3 years,MA in Psychology
Arts,BA in Political Science,Sociologist,"Writing Skills, Ability to Craft Arguments",3 years,MFA
Arts,Fine Arts,Historian,"Creativity, Design Skills",2 years,Journalism PG
Arts,BA in History,Political Analyst,"Creativity, Design Skills",4 years,Journalism PG
Arts,Fashion Design,Psychologist,"Creativity, Design Skills",2 years,Fashion Design PG
Arts,BA in Political Science,Political Analyst,"Communication, Public Speaking",3 years,MFA
Arts,Journalism,Political Analyst,"Artistic Talent, Fashion Design Techniques",4 years,MA in History
Arts,Fashion Design,Political Analyst,"Critical Thinking, Understanding of History and Culture",2 years,MA in Sociology
Arts,Fine Arts,Political Analyst,"Creativity, Design Skills",2 years,MSW (Master of Social Work)
Arts,BA in English,Journalist,"Artistic Talent, Fashion Design Techniques",3 years,MA in Sociology
Arts,Fine Arts,Sociologist,"Writing Skills, Ability to Craft Arguments",3 years,Fashion Design PG
Arts,BA in Psychology,Psychologist,"Critical Thinking, Understanding of History and Culture",4 years,MA in Psychology
Arts,BA in English,Content Writer,"Critical Thinking, Understanding of History and Culture",5 years,MSW (Master of Social Work)
Arts,Fashion Design,Psychologist,"Critical Thinking, Understanding of History and Culture",5 years,MSW (Master of Social Work)
Arts,Fine Arts,Fashion Designer,"Creativity, Design Skills",5 years,MA in Sociology
Arts,BA in History,Political Analyst,"Artistic Talent, Fashion Design Techniques",2 years,MA in History
Arts,BA in Psychology,Fashion Designer,"Communication, Public Speaking",3 years,MA in Political Science
Arts,BA in History,Fashion Designer,"Research, Knowledge of Political Theories",5 years,MFA
Arts,BA in History,Historian,"Artistic Talent, Fashion Design Techniques",3 years,MA in Sociology
Arts,Fine Arts,Sociologist,"Creativity, Design Skills",2 years,MA in Sociology
Arts,BA in Sociology,Sociologist,"Communication, Public Speaking",4 years,Fashion Design PG
Arts,Fashion Design,Fashion Designer,"Artistic Talent, Fashion Design Techniques",3 years,MFA
Arts,BA in Political Science,Journalist,"Writing Skills, Ability to Craft Arguments",4 years,MA in Political Science
Arts,BA in Psychology,Historian,"Artistic Talent, Fashion Design Techniques",4 years,MA in Political Science
Arts,Fine Arts,Sociologist,"Artistic Talent, Fashion Design Techniques",5 years,MA in Political Science
Arts,Fine Arts,Fashion Designer,"Writing Skills, Ability to Craft Arguments",3 years,Journalism PG
Arts,Fine Arts,Journalist,"Research, Knowledge of Political Theories",5 years,Fashion Design PG
Arts,Journalism,Political Analyst,"Critical Thinking, Understanding of History and Culture",4 years,Journalism PG
Arts,Journalism,Psychologist,"Research, Knowledge of Political Theories",2 years,MA in Political Science
Arts,Journalism,Journalist,"Communication, Public Speaking",4 years,MA in Psychology
