Stream,Course,Job,Skills Required,Duration,Post Graduation
Commerce,Business Management,Accountant,"Understanding of Corporate Law, Auditing Skills",3 years,CFA
Commerce,Accountancy,Auditor,"Financial Analysis, Risk Management",4 years,Financial Planning
Commerce,Accountancy,Accountant,"Analytical Skills, Knowledge of Financial Accounting",5 years,Law
Commerce,Company Secretary,Accountant,"Business Acumen, Decision Making",5 years,CFA
Commerce,Finance,Accountant,"Business Acumen, Decision Making",3 years,Law
Commerce,Accountancy,Accountant,"Communication, Market Research Skills",3 years,Financial Planning
Commerce,BBA,Banking Officer,"Communication, Market Research Skills",4 years,CFA
Commerce,Accountancy,Financial Analyst,"Business Acumen, Decision Making",5 years,Law
Commerce,Company Secretary,Tax Consultant,"Understanding of Corporate Law, Auditing Skills",3 years,Financial Planning
Commerce,Business Management,Tax Consultant,"Understanding of Corporate Law, Auditing Skills",3 years,M.Com
Commerce,Accountancy,Investment Banker,"Communication, Market Research Skills",5 years,Law
Commerce,Economics,Financial Analyst,"Analytical Skills, Knowledge of Financial Accounting",3 years,CA
Commerce,Accountancy,Investment Banker,"Communication, Market Research Skills",2 years,CA
Commerce,Company Secretary,Banking Officer,"Financial Analysis, Risk Management",5 years,MBA
Commerce,Company Secretary,Tax Consultant,"Mathematical Proficiency, Expertise in Taxation",5 years,Company Secretary (CS)
Commerce,Economics,Auditor,"Understanding of Corporate Law, Auditing Skills",3 years,CFA
Commerce,CA,Banking Officer,"Communication, Market Research Skills",4 years,CFA
Commerce,BBA,Auditor,"Analytical Skills, Knowledge of Financial Accounting",3 years,CFA
Commerce,Company Secretary,Financial Analyst,"Business Acumen, Decision Making",4 years,CA
Commerce,CA,Accountant,"Business Acumen, Decision Making",4 years,M.Com
Commerce,B.Com,Investment Banker,"Analytical Skills, Knowledge of Financial Accounting",3 years,CA
Commerce,Finance,Tax Consultant,"Business Acumen, Decision Making",2 years,CA
Commerce,CA,Auditor,"Mathematical Proficiency, Expertise in Taxation",3 years,M.Com
Commerce,Economics,Investment Banker,"Analytical Skills, Knowledge of Financial Accounting",4 years,Law
Commerce,Business Management,Investment Banker,"Mathematical Proficiency, Expertise in Taxation",5 years,M.Com
Commerce,Finance,Financial Analyst,"Mathematical Proficiency, Expertise in Taxation",5 years,CFA
Commerce,BBA,Financial Analyst,"Financial Analysis, Risk Management",5 years,MBA
Commerce,Company Secretary,Tax Consultant,"Analytical Skills, Knowledge of Financial Accounting",2 years,M.Com
Commerce,Business Management,Investment Banker,"Communication, Market Research Skills",4 years,Law
Commerce,B.Com,Investment Banker,"Communication, Market Research Skills",2 years,Company Secretary (CS)
Commerce,Accountancy,Accountant,"Communication, Market Research Skills",3 years,CFA
Commerce,BBA,Investment Banker,"Mathematical Proficiency, Expertise in Taxation",3 years,CFA
Commerce,Company Secretary,Banking Officer,"Analytical Skills, Knowledge of Financial Accounting",2 years,CA
Commerce,Business Management,Accountant,"Analytical Skills, Knowledge of Financial Accounting",2 years,Financial Planning
Commerce,Accountancy,Banking Officer,"Understanding of Corporate Law, Auditing Skills",2 years,MBA
Commerce,Economics,Auditor,"Analytical Skills, Knowledge of Financial Accounting",5 years,Financial Planning
Commerce,B.Com,Accountant,"Mathematical Proficiency, Expertise in Taxation",4 years,M.Com
Commerce,B.Com,Tax Consultant,"Business Acumen, Decision Making",3 years,Law
Commerce,Business Management,Financial Analyst,"Communication, Market Research Skills",5 years,CFA
Commerce,Business Management,Banking Officer,"Business Acumen, Decision Making",2 years,Law
Commerce,Company Secretary,Investment Banker,"Analytical Skills, Knowledge of Financial Accounting",3 years,Company Secretary (CS)
Commerce,Business Management,Auditor,"Understanding of Corporate Law, Auditing Skills",2 years,Law
Commerce,CA,Financial Analyst,"Business Acumen, Decision Making",2 years,Financial Planning
Commerce,Accountancy,Financial Analyst,"Business Acumen, Decision Making",4 years,Company Secretary (CS)
Commerce,CA,Tax Consultant,"Analytical Skills, Knowledge of Financial Accounting",2 years,MBA
Commerce,CA,Financial Analyst,"Understanding of Corporate Law, Auditing Skills",4 years,MBA
